completion,prompt,use
"🌞お得なクーポン配信中！！🌞お会計時にこちらを従業員に見せて下さい☺☺
「国産牛＆ミスジ食べ放題コース」が大好評！！！
大感激コースに国産牛赤身とミスジ等がプラスされた、とてもお得なコースです。
この機会に是非じゅうじゅうカルビにお越しください☺",MEO対策を考慮した投稿文を作成してください。内容は、日本語で100文字以上200文字以内にし、飲食店の特別なクーポンやコースの情報を含めることを求めます。例えば、食べ放題コースや特別メニューについての紹介、さらにはお店の名前やお得感を強調してください。具体的には、国産牛を使用することや、他の特典、食材の新鮮さをアピールする文言を盛り込んでください。,True
"🌞お得なクーポン配信中！！🌞お会計時にこちらを従業員に見せて下さい☺☺
「国産牛＆ミスジ食べ放題コース」が大好評！！！
大感激コースに国産牛赤身とミスジ等がプラスされた、とてもお得なコースです。
この機会に是非じゅうじゅうカルビにお越しください☺
",MEO対策を考慮した投稿文を作成してください。内容は日本語で、文字数は100文字以上200文字以内としてください。以下のドメイン知識を参考にして、クーポンや特別コースについての情報を含めてください: 例えば、食べ放題コースの他に、使用する食材（国産牛やミスジ）を具体的に明記し、来店を促す文言を加えること。,True
"🌞お得なクーポン配信中！！🌞お会計時にこちらを従業員に見せて下さい☺☺
期間限定「国産牛＆ミスジ食べ放題コース」が大好評中です！！！
大感激コースに、国産牛赤身とミスジ等がプラスされ、とてもお得なコースです。
この機会に是非じゅうじゅうカルビにお越しください☺",MEO対策を考慮した投稿文を作成してください。内容は、国産牛とミスジの食べ放題コースに関するものとし、特典や感謝の気持ちを表現してください。日本語で書き、文字数は100文字以上200文字以内にしてください。具体的には、食べ放題の特徴やお得感を強調し、店舗名を入れてください。,True
"🌞お得なクーポン配信中！！🌞お会計時にこちらを従業員に見せて下さい☺☺
期間限定「国産牛＆ミスジ食べ放題コース」が大好評中です！！！
大感激コースに、国産牛赤身とミスジ等がプラスされ、とてもお得なコースです。
この機会に是非じゅうじゅうカルビにお越しください☺

■コスパ最強焼肉食べ放題「じゅうじゅうカルビ」
じゅうじゅうカルビは気軽に焼肉をお楽しみいただける焼肉食べ放題のお店です。
お肉はもちろん、冷麺やビビンパなどのサイドメニューやデザートメニューも充実しています。
ランチのお得な食べ放題や季節限定ランチメニューも取り揃えています。
ご家族、ご友人と是非ご来店ください！","次の要素を考慮して、MEO対策を意識した日本語のSNS投稿文を作成してください。
1. お得なクーポンに関する情報を含める。
2. 人気の「国産牛＆ミスジ食べ放題コース」についての説明を含める。
3. コースの魅力を強調する。
4. 「じゅうじゅうカルビ」という焼肉食べ放題のお店名を明記し、店舗の特徴を紹介する。
5. 営業や無料サービス、季節限定メニュー、ファミリー向けの魅力も含める。
6. 文字数は100文字以上200文字以内にまとめる。  
この内容を踏まえた投稿文を生成してください。",True
"【つけ心地へのこだわり】
忘れるほどのつけ心地

生涯身につけるブライダルリング。デザインや品質とともに大切なポイントの１つはつけ心地。特に毎日身に着ける結婚指輪（マリッジリング）では、とても大切です。
４℃ブライダル専門店ではリングの内側、指にあたる部分を丸く削り磨き上げるげることで、つけていることを忘れてしまうほどの自然な一体感のあるリングに仕上げています。
お近くのショップにて、是非そのつけ心地をお試しください。",MEO対策を考慮し、ブライダルリングのつけ心地について語る日本語の投稿文を作成してください。内容は、日常的に着用する結婚指輪の重要性に言及し、特に内側の加工によって得られる自然なフィット感について詳しく説明します。さらに、実際に店舗で試着することを読者に促すような内容にしてください。文章は100文字以上200文字以内でお願いします。,True
"【つけ心地へのこだわり】
忘れるほどのつけ心地

生涯身につけるブライダルリング。デザインや品質とともに大切なポイントの１つはつけ心地。特に毎日身に着ける結婚指輪（マリッジリング）では、ストレスを感じないためにもとても大切です。
４℃ブライダル専門店ではリングの内側、指にあたる部分を丸く削り磨き上げるげることで、つけていることを忘れてしまうほどの自然な一体感のあるリングに仕上げています。
お近くのショップにて、是非そのつけ心地をお試しください。",MEO対策を考慮した投稿文を作成してください。内容はブライダルリングのつけ心地に関するもので、デザインや品質とともに、特に結婚指輪のつけ心地が大切であることを伝えたいです。また、4℃のブライダル専門店におけるリングの内側の加工についても触れて、実際にそのつけ心地をお試しできることをアピールしてください。文章は日本語で、文字数は100文字以上200文字以内に収めてください。特に婚約指輪や結婚指輪に関するドメイン知識を織り込んでください。,True
"ベイスターズファン必見！⚾　横浜DeNAベイスターズ沖縄キャンプまで残り4日🧢⚾来沖に向けたワクワク感を共に分かち合いましょう👏　
イベントに向けてのカウントダウンは、X（旧：Twitter）でも配信しております。ぜひこの機会にラグナガーデンホテルのXも見ていただけると嬉しいです。
-------------------------
ラグナガーデンホテルは、那覇空港から車で約30分、公共交通機関をご利用の場合は約50分と、アクセスの良い宜野湾に位置しております。沖縄本島の中部に位置するため、主要観光地への移動も便利で、観光の拠点として最適なロケーションです。特に、お子様が楽しめる施設も充実しているため、多くのご家族様にご利用いただいております。ぜひ、ラグナガーデンホテルで心温まるひとときをお過ごしくださいませ。",,False
"忘年会のご予定はお決まりですか？
『焼肉はっぴぃ』では、厚切りの上タンや和牛など、上質なお肉をリーズナブルに楽しめるコースをご用意しています。飲み放題付きで宴会におすすめ！コースの締めには冷麺がついており、最後まで大満足いただけます。
自家製タレで味わう厳選お肉や豊富なメニューも魅力の『焼肉はっぴぃ』。この冬は、心も体も温まる美味しい焼き肉で、楽しいひとときをお過ごしください！
人形町駅より徒歩1分、水天宮前駅より徒歩7分、小伝馬町駅、茅場町駅、日本橋駅からもアクセス可能です。",,False
"忘年会にもおすすめ！『宴（うたげ）プラン』を販売😆🎶

＜概要＞
忘年会やご家族でのレストラン利用、ランチタイムのお食事にもピッタリ！🍻
前日までのご予約限定で、焼肉食べ放題の宴会ができるプランをご用意いたしました💁‍♂️✨

＜販売期間＞
12月5日（木）～12月27日（金）
※ご予約受付期間は12月1日（日）～12月26日（木）まで

＜プラン内容＞
【70品目以上】宴プラン＜カジュアル＞
　￥3,500円(税込)～　（お気軽コースのメニューが食べ放題！）
【130品目以上】宴プラン＜スタンダード＞
　￥4,300円(税込)～　（じゅうカルコースのメニューが食べ放題！）
【全メニュー食べ放題】宴プラン＜プレミアム＞
　￥5,300円(税込)～　（牛タン＆黒毛和牛コースのメニューが食べ放題！）

※全プラン、ドリンクバー付きです。
※宴プランご注文のお客様限定で、プラス1,200円(税込)で生ビールや瓶ビールを含むアルコールメニューが全品飲み放題になります。
※幼児は無料です。小学生は半額、シニア（60歳以上）のお客様は各プランの税抜価格より500円引きいたします。

＜制限時間＞
120分
※平日ランチタイムは時間無制限です。
　上諏訪店は平日ランチ営業をしておりませんので対象外となります。
　徳島藍住店、東梅田店はランチタイムの営業時間が異なります。
　詳しくはご利用の店舗へお問い合わせください。

＜開催店舗＞
じゅうじゅうカルビ全店

＜注意事項＞
・ご利用日の前日までにご予約ください。当日予約はできませんので、予めご了承ください。
・20歳未満、お車や自転車など運転をされる方にはアルコールの提供はいたしません。
・じゅうじゅうカルビ公式ホームページ、楽天ぐるなび、お電話、店頭でのご予約が可能です。
　※一部店舗ではお電話、店頭のみでの予約受付となります。
・宴プランのご予約は、グループ全員同一でお願いします。


ぜひ忘年会やご家族でのお食事会にご利用ください🤗✨",MEO対策を考慮し、忘年会におすすめの焼肉宴プランについての投稿を作成してください。日本語で、文字数は100文字以上200文字以内にしてください。具体的には、プランの内容、期間、予約方法や注意事項などを盛り込んだ紹介文をお願いします。特に、飲み放題や子ども料金についても触れてください。,True
"忘年会や年末の集まりには、『ゆず庵』で心温まるひとときを🍃
寿司・しゃぶしゃぶをはじめ、旬の味覚が堪能できる和食メニューを取り揃えております。食べ放題ながら、お席までお料理をお届けするテーブルバイキング形式なので、ゆったりとお食事をお楽しみいただけます。
ご家族やご友人と一緒に『ゆず庵』で心に残るひとときをお過ごしください。",「ゆず庵」での忘年会や年末の集まりに最適な投稿文を作成してください。内容は、寿司やしゃぶしゃぶといった和食メニューと食べ放題について言及し、料理をお席までお届けするテーブルバイキング形式を強調してください。ターゲットは、家族や友人との温かいひとときを求める方々です。語調は親しみやすく、礼儀正しさを保ちつつ、魅力的にして、MEO対策を考慮してください。使用言語は日本語で、100文字以上200文字以内でお願いします。,True
"忘年会や新年会、家族や仲間の集まりに
ピッタリな宴会コースが期間限定で登場！

選べる食べ放題コースにドリンクバーと
アイスバーがついたコースです🎊

【宴会】お気軽コース　　　　　　3,500円
【宴会】大感激コース　　　　　　4,000円
【宴会】国産牛＆ミスジコース　　4,400円
【宴会】フルコース　　　　　　　5,000円

飲み放題はプラス500円～お付けできます🍻
予約して美味しくお得に焼肉を食べよう🍖",日本語で、MEO対策を考慮した投稿文を作成してください。内容は、忘年会や新年会、家族や仲間の集まりにおすすめの宴会コースについてです。具体的には、選べる食べ放題コースにドリンクバーとアイスバーがついた内容を盛り込み、価格帯や飲み放題オプションについても具体的に記述してください。文章の長さは100文字以上200文字以内に収めてください。,True
"恵方巻で迎える幸運なひとときを

日本の伝統的な節分の楽しみ、「恵方巻」を当ホテルの日本料理・有栖川でご用意いたします。
厳選した新鮮な食材を使用し、一つひとつ丁寧に巻き上げた自慢の恵方巻をぜひお楽しみください。

今年の恵方は【西南西】。
その方角を向き、願いを込めながら黙って一本丸ごと召し上がると、幸運が訪れるといわれています。

【販売期間】※予約受付中
2月1日～2月3日

【商品ラインナップ】
■有栖川謹製 恵方巻
海老、いくら、ふっくら厚焼き玉子を主体に西京味噌で漬けたごぼうがアクセントとなったスタンダードな一本
（海老、いくら、コハダ、玉子、ごぼう西京、胡瓜）
￥1,300 (税込)

■兵庫県産牛の恵方巻
味わい豊かな兵庫県産牛を玉葱と一緒に甘辛くたきあげたこだわりの恵方巻
（兵庫県産牛しぐれ、玉葱、生姜、レタス、胡麻、錦糸玉子、椎茸）
￥1,300 (税込)

■有栖川謹製 特上七宝巻
蟹、穴子、いくらを取り入れこだわりの厚焼き玉子を巻き込んだ具材感のある当店一押しの商品
（蟹、海老、いくら、穴子、玉子、胡瓜、椎茸）
￥1,600 (税込)

今年の節分は、有栖川の恵方巻きで特別なひとときをお過ごしください。ご家族やご友人とともに、縁起物の恵方巻を囲む楽しいお時間を

ご予約・お問い合わせは、
日本料理・有栖川までお電話ください。
TEL：078-706-7779

または便利なweb予約もご利用いただけます。",日本の伝統行事「恵方巻」に関する魅力的な投稿文を作成してください。MEO対策を考慮し、当店の名前やサービス内容を含め、SEO効果を高めるようにしてください。文字数は100文字以上200文字以内で、日本語でお願いします。恵方巻の具材や予約情報、販売期間を具体的に述べ、特別感を演出するための表現を使ってください。,True
"您已經體驗過「韓國美食祭～新大久保～」了嗎？🇰🇷
『焼肉きんぐ (燒肉KING)』正在舉辦與新大久保超人氣餐廳的合作活動，讓您在限定期間內享受代表性的韓國美食！活動只到12月上旬，千萬別錯過這個可以品嚐到正宗韓國料理的機會✨
想要盡情享受燒肉的話，就來吃到飽餐廳『焼肉きんぐ (燒肉KING)』吧！不僅有牛肋腹肉、牛舌、橫膈膜等各式肉品，還有種類豐富的精選料理等著您。歡迎大家前來用餐！",,False
"いろんなサンドイッチがあって悩んじゃう、、💭🤤

そんな方におすすめな【ハーフ&ハーフ 】
お好きなサンドイッチを2カットずつ食べられる贅沢な一皿😘

食べ比べて、お気に入りのサンドイッチを探してみてください🍓

※旬果実、「はみでる！ロースかつサンド」はハーフ&ハーフではご注文できません。

 果実屋珈琲  フルーツミルク  フルーツサンド  喫茶店  フルーツパフェ  調布カフェ  調布ランチ  調布グルメ  kcom",MEO対策を考慮した投稿文を作成してください。内容はサンドイッチの紹介で、特に「ハーフ&ハーフ」が特徴です。このメニューはお好きなサンドイッチを2カットずつ楽しむことができることを強調してください。食べ比べや、自分のお気に入りを見つける楽しさも織り込みましょう。なお、特定の商品はハーフ&ハーフでは注文できないことも言及してください。日本語で、文字数は100文字以上200文字以内としてください。また、果実に関連する商品（フルーツサンド、フルーツミルクなど）、喫茶店やカフェとしてのアピールポイントを含めてください。,True
"ご愛顧いただいている皆さまへ、日頃の感謝を込めて🥳
じゅうカル創業祭としてたくさんの企画をご用意いたしました✨


①小学生のお子様食べ放題1,099円（税込）🌟
　下記期間に食べ放題をご注文いただくと、小学生のお子様の食べ放題料金を1,099円（税込）でご提供❗🍖
　開催期間：10月5日（土）～10月20日（日）
　対象コース：全コース対象


②じゅうじゅうカルビスタンプラリー🎁
　開催期間中、ランチ定食または単品のご注文で1個、食べ放題コースご注文で2個スタンプがGETできます😆
　スタンプが貯まるとクーポンとしてご利用いただけます🎶
　開催期間：10月7日（月）～なくなり次第終了となります。
　・スタンプが1つ貯まると10％OFF！
　・スタンプが4つ貯まると15％OFF！
　・スタンプが7つ貯まると20％OFF！


③アルコール半額セール🍻
　開催期間中、人気のアルコールを半額でご提供いたします🤭
　開催期間：10月7日（月）～10月20日（日）
　・生ビール　550円（税込）→275円（税込）！
　・ハイボール429円（税込）→214円（税込）！
　・氷結サワー429円（税込）→214円（税込）！


ぜひ、10月はじゅうじゅうカルビへお越しくださいませ🤗🏵️",,False
"感謝の気持ちを伝えたい母の日は、お母さんと一緒に過ごすデザートの時間はいかがでしょうか🌸今ならトマオニ公式アプリで、母の日にぴったりのスイーツを特別価格でご提供しています🍓

フレッシュな国産苺をたっぷり使ったパフェや、チョコレートと苺の絶妙なコンビネーションが楽しめるクリームブリュレパフェ、抹茶の和風パフェなど、魅力的なラインナップをとり揃えています。
さらに、プリン好きの方には必見の”なめらかプリンのブリュレパフェ”や、和がお好みの方なら”黒ごま白玉パフェ”もおすすめです✨

5/14までの限定配信ですので、この機会にぜひアプリをダウンロードして、トマオニでスイーツをお楽しみください😆",MEO対策を考慮したSNS投稿文を作成してください。内容は母の日のお祝いにちなんだもので、お母さんと過ごすデザートタイムの提案を含めてください。また、特別なスイーツの紹介や期間限定のオファーがあることを伝え、アプリをダウンロードする促しも盛り込むようにしてください。日本語で、文字数は100文字以上200文字以内に収めてください。スイーツの種類や特徴についての具体的なドメイン知識を反映させてください。,True
"憧れのブライダルリングが、もっと輝く。

この秋、{STORE_NAME}では、特別なフェアを開催いたします。

【期間】
9月14日(土)～9月23日(月)

期間中、対象のブライダルリングをご成約いただいたお客様に、「H&Cメレダイヤモンド」 または 「４℃ プレミアムプラチナ」への無料アップグレードをプレゼント！

さらに、ブライダルフェアも同時開催。ウェディングベアなど、素敵な特典もご用意しております。

煌めきを極める「H&Cメレダイヤモンド」
卓越したカットが放つ、息をのむような輝きをあなたの指先に。

永遠の輝き「４℃ プレミアムプラチナ」
最高品質のプラチナが、二人の愛を永遠に。

【フェア概要】
対象: ≪エンゲージリング≫または≪マリッジリング≫をペアでご成約のお客様

選べる特典:
特典①
0.1ct以下のメレダイヤモンドを「ハート&キューピッド」へ
特典②
PT950を「4℃プレミアムプラチナ」へ

この機会に、ぜひ{STORE_NAME}へお越しください。経験豊富なスタッフが、あなただけのリング選びをサポートいたします。

【ご注意事項】
*プレゼントは数に限りがございます。
*対象デザインは店舗にてご確認ください。

一生に一度の大切な日に、最高の輝きを。皆様のご来店を心よりお待ちしております。",MEO対策を考慮し、自店舗の特別なブライダルリングフェアについての告知文を作成してください。言語は日本語で、文字数は100文字以上200文字以内でお願いします。内容にはイベント名や期間、特典内容、対象商品などの具体的情報を盛り込んでください。読者が一生の思い出に残る特別なリングを選びたくなるように、魅力的な表現を心がけてください。,True
"【ブライダルアドバイザーがお手伝い】
 
4℃ブライダル専門店では、専門知識をもつブライダルアドバイザーが、
大切なブライダルリング選びを、心を込めてお手伝いさせていただきます。
事前の知識がなくてもデザインやダイヤモンド、ご入用日やご予算についてなど、わかりやすくご紹介いたします。
婚約指輪（エンゲージリング）のご購入、サプライズプロポーズをお考えの男性おひとりでもぜひご相談を。",MEO対策を考慮した投稿文を作成してください。具体的には、ブライダルリング選びにおいて専門知識を持つブライダルアドバイザーがどのようにサポートするかを説明し、婚約指輪の購入を考えている男性に向けた内容を表現してください。文章は日本語で、かつ文字数は100文字以上200文字以内にしてください。また、ブライダル専門店やエンゲージリング、プロポーズなどのドメイン知識を活かしてください。,True
"【ブライダルアドバイザーがお手伝い】
 
4℃ブライダル専門店では、専門知識をもつブライダルアドバイザーが、
大切なブライダルリング選びを、心を込めてお手伝いさせていただきます。
事前の知識がなくてもデザインやダイヤモンド、ご入用日やご予算についてなど、わかりやすくご紹介いたします。
結婚指輪（マリッジリング）や婚約指輪（エンゲージリング）のご購入、サプライズプロポーズをお考えの男性おひとりでもぜひご相談を。",MEO対策を考慮した投稿文を作成してください。内容は4℃ブライダル専門店でのブライダルアドバイザーが、ブライダルリング選びをサポートすることについてで、デザインやダイヤモンド、予算に関する説明を含めます。文章は日本語で、100文字以上200文字以内にしてください。目標は結婚指輪や婚約指輪を探している方やサプライズプロポーズを考えている男性の心をつかむ内容にしてください。,True
"🟠まぐタク手巻き🟠

まぐろのたたきと、たくあんの組合せ😘
まぐろの旨味とたくあんのコリコリ食感が
最高なんです～～(●ˇ∀ˇ●)

 ゆず庵  寿司しゃぶしゃぶゆず庵  しゃぶしゃぶ  寿司  甘味処  kcom",SNS投稿を生成する指示をしてください。内容は、MEO（マップエンジン最適化）対策を考慮し、特に飲食業界に関連した内容で、90文字以上150文字以下の日本語文章を作成します。具体的には、寿司やしゃぶしゃぶに関連する情報を含め、顧客に惹きつけるような魅力的な表現を使ってください。また、特定の料理や店舗名も含めるようにしてください。,True
"バースデーケーキメニューにインパクト抜群の「肉ケーキ」が仲間入り！

甘いものが苦手な方や肉好きの方、インパクトがあるようなサプライズをしたい方等、どなたでも記憶に残るような特別なアニバーサリーをお届けします。

※当日14時までの予約制
※テイクアウトは承っておりません

---------------------------------------------
≪網焼香房　輪≫
営業時間：17：30～22：00（最終入店21：00）
2月定休日：毎週 月、水、25日
---------------------------------------------

⇩ご予約はこちらから⇩",あなたは、特別なバースデーケーキメニューに肉を使った「肉ケーキ」を追加した飲食店の投稿文を作成します。MEO対策を考慮し、ローカルSEOを意識したキーワードを含めつつ、対象の顧客層（甘いものが苦手な方や肉好きな方）を引きつける内容にしてください。文章は日本語で、100文字以上200文字以内でまとめてください。また、営業時間や定休日、予約方法についての具体的な情報も含めつつ、目を引くメッセージを作成してください。,True
"揚げたてサクサク(((o(*ﾟ▽ﾟ*)o)))

『ゆず庵』の天ぷらは
塩と一緒に食べてもよし( •̀ ω •́ )y
そばやうどんに乗ってけてもb(￣▽￣)d

 ゆず庵  寿司しゃぶしゃぶゆず庵  しゃぶしゃぶ  寿司   甘味処   kcom",MEO対策を考慮した投稿文を作成してください。内容は「揚げたてサクサクの天ぷらで、ゆず庵の美味しさを楽しむ！」についてで、天ぷらの食べ方やおすすめの組み合わせについて言及してください。文章は日本語とし、文字数は100文字以上200文字以内でお願いします。可能であれば、ゆず庵に関する具体的な情報や特徴を盛り込んでください。,True
"揚げたての「  串カツ 」はいかが！？

お肉や、魚貝、野菜などの定番の串カツから
あま～いデザート串カツまで😆

サクサク食感を『おこほん』でお楽しみあれ✨

 お好み焼本舗  おこほん  食べ放題  お好み焼  食べ放題最高  お好み焼き  もんじゃ   お好み焼き本舗  kcom",MEO対策を考慮したSNS投稿文を作成してください。内容は、日本の串カツ店についてで、揚げたての串カツや多様なメニューを紹介するものです。具体的には、お肉、魚貝、野菜、デザート串カツの種類について触れ、お客様が楽しめるサクサクの食感を強調してください。文章は日本語で、文字数は100文字以上200文字以内にしてください。また、店舗名や関連キーワードを含めて、検索エンジン最適化にも配慮してください。,True
"

メイン料理として提供するのは、日本各地から厳選した霜降り黒毛和牛サーロインまたはフィレ。内浦湾の釜焚き塩”カムイ・ミンタル”を使用し、オリジナルわさびソースまたはにんにく風味醤油でお楽しみいただけます。
選び抜かれた素材を目の前でシェフがダイナミックに焼き上げる、食のエンターテイメントを洞爺湖の絶景と共にお届けします。
ぜひ、「鉄板焼 ウィンザー アウト オブ アフリカ」で贅沢なひと時をお過ごしください。","MEO対策を考慮した投稿文を作成してください。内容は、日本各地から厳選した霜降り黒毛和牛サーロインまたはフィレをメインに、釜焚き塩""カムイ・ミンタル""を使用し、オリジナルわさびソースまたはにんにく風味醤油で提供することをアピールします。また、シェフが選び抜かれた素材を目の前で焼き上げる様子や、洞爺湖の絶景を背景に食のエンターテイメントを楽しめることも伝えます。文字数は100文字以上200文字以内、日本語でお願いします。具体的なドメイン知識を盛り込んでください。",True
"【新作パンのご案内🎃】
◆カボチャのフォカッチャ
　1個…¥864(税込)
　ハーフ… ¥460(税込)

真狩村 今井農園のカボチャをたっぷり使用しています。濃厚で甘いカボチャがたっぷり混ぜ込まれたふわふわなフォカッチャ。
チェロステラート ウィンザーでも提供中です！

秋の味覚が美味しい時期ですね🍠🌰🎃
ご賞味ください🎶","新作パンの紹介文を作成してください。以下のポイントを含めてください。
1. MEO対策を考慮した文を書くこと。 
2. 文章は日本語で、読みやすく、魅力的にすること。
3. 100文字以上200文字以内で収めること。
4. 提供するパンの詳細（名称、価格、特徴、使用する食材の情報など）を明示し、秋の味覚について言及すること。
5. 場所名を含め、どこで購入できるかを明記すること。 
例:「新作の【〇〇パン】が登場しました！〇〇をふんだんに使った美味しいパンです。是非、〇〇でお買い求めください！」",True
"

／
新メニュー✨
『味噌バターコーンラーメン』🌽
＼

コクと旨みの熟成味噌スープに、コーンとバターの甘味とまろやかさは相性抜群！🤤
新たに加わった自慢の一杯をお近くの『丸源ラーメン』で是非ご賞味ください❗️","以下の仕様に基づいて、日本語の投稿文を作成してください。

- MEO対策を考慮し、地域のラーメン店に訪れたくなる内容にしてください。
- 文字数は100文字以上200文字以内でお願いします。
- 新しいラーメンメニューについて紹介し、特徴や味の説明を具体的に述べてください。

例えば、""新メニュー「味噌バターコーンラーメン」が登場！コク深い熟成味噌スープに、トッピングの甘み豊かなコーンとクリーミーなバターが最高のハーモニーを生み出します。お近くの店舗でぜひお試しください！"" のような形式でお願いします。",True
"新年明けましておめでとうございます🎍

 旧年中は格別のご厚情を賜り、誠にありがとうございました。
 たくさんのお客様との出逢いに支えられ、心より感謝申し上げます。
 本年も変わらぬお引き立て、一層のご愛顧のほどよろしくお願い申し上げます。

各店のお正月営業日・営業時間について以下よりご確認のほどよろしくお願い申し上げます。

",,False
"新年明けましておめでとうございます🎍
旧年中は格別のご厚情を賜り、誠にありがとうございました。
 
年始の営業時間をお知らせさせていただきます。
以下、詳細よりご確認くださいますようお願いいたします。

尚、1月3日(金)まではランチ焼肉食べ放題の時間無制限を休止させていただきます。
予めご了承くださいませ。

本年も変わらぬお引き立て、一層のご愛顧のほどよろしくお願い申し上げます。

*-*-*-*-*-*-*-*-*-*
焼肉食べ放題「じゅうじゅうカルビ」
じゅうじゅうカルビは、ランチやディナーで楽しめる焼肉食べ放題のレストランです。
お値打ち価格で質の高いお肉を提供し、タッチパネルで簡単に注文、スタッフが出来立てのお料理をお席までお届けします。
飲食店として地域の皆さまに愛され、美味しい焼肉食べ放題を安心して楽しめる環境をこれからも追求してまいります。",あなたは、焼肉食べ放題レストラン「じゅうじゅうカルビ」のSNS投稿を作成します。MEO対策を考慮して、集客効果を高めるような投稿文を作成してください。文章は日本語で、文字数は100文字以上200文字以内でお願いします。内容には新年の挨拶、営業時間の変更についての具体的な情報、ランチ焼肉食べ放題のサービス停止について、及びレストランの特徴やお客様への感謝の気持ちを含めてください。特に、地域密着型の飲食店としての姿勢や高品質と安心感を強調してください。,True
"新年明けましておめでとうございます🎍
 旧年中は格別のご厚情を賜り、誠にありがとうございました。

年始の営業時間をお知らせさせていただきます。
以下、詳細よりご確認くださいますようお願いいたします。

尚、1月3日(金)まではランチメニューの販売を休止させていただきます。
予めご了承くださいませ。

本年も変わらぬお引き立て、一層のご愛顧のほどよろしくお願い申し上げます。

*-*-*-*-*-*-*-*-*-*
アメリカンダイニングレストラン 「トマト＆オニオン」（トマトアンドオニオン）

トマオニは、美味しいハンバーグが食べられる洋食レストランです。
ふっくらジューシーなハンバーグをはじめ、カフェのような落ち着いた雰囲気で、ランチでもディナーでもゆっくりと楽しめる飲食店＜ファミレス＞です。
ステーキやハンバーグは美味しく召し上がっていただくため、アツアツの鉄板で提供するスタイルをとっています。",MEO対策を考慮して、新年の挨拶と営業時間のお知らせを含む投稿文を作成してください。文章は日本語で、100文字以上200文字以内としてください。特に、アメリカンダイニングレストラン「トマト＆オニオン」について、ジューシーなハンバーグや落ち着いた雰囲気、鉄板で提供するスタイルを強調してください。また、年始のランチメニューに関する情報も記載して、顧客の関心を引き付ける内容にしてください。,True
"じゅうじゅうカルビに新コース、
「じゅうカルコース」が新登場🎉✨

🍖じゅうカルコースについて🍖
屋号にもなっている名物「じゅうじゅうカルビ」をはじめとする様々なカルビや、新メニュー「とろトンタン」や「厚切りハラミ」、豊富なサイドメニューなど130品目以上が食べ放題です😋🍴

当店おすすめカルビBIG3が登場！
「超ドラゴンカルビ」「“希少部位”とろカルビ」「旨辛ダレ絶品カルビ」
ぜひ食べていただきたいイチオシお肉です🥩

ぜひ一度、お試しください😊",MEO対策を考慮した投稿文を作成してください。文章は日本語で、文字数は100文字以上200文字以内でお願いします。対象は飲食店で、具体的には焼肉店で、新たに導入された食べ放題コースをPRする内容としてください。例えば、様々なカルビやサイドメニュー、おすすめメニューの紹介などを含めてください。,True
"新発売‼ 今度はあのお菓子と、、！

⭐きんぐスロッピー～しみチョココーン～⭐

今回のきんぐスロッピーはギンビスのしみチョコ☆彡🍫
サクサク食感のチョコとソフトの相性は抜群🤩

『焼肉きんぐ』に食べに来てね😆

 焼肉きんぐ  焼肉は自由だ!  焼肉  食べ放題  肉スタグラム  kcom","MEO対策を考慮した投稿文を作成してください。
文章は日本語で、100文字以上200文字以内でお願いします。
具体的には、新しいスイーツメニューの紹介で、焼肉とスイーツの絶妙な組み合わせについて触れ、来店を促す内容にしてください。

また、以下のキーワードを補足として使用してください。
- 焼肉きんぐ
- しみチョココーン
- 食べ放題
- 夏のデザート

これらの要素を含みつつ、お客様の興味を引きつけるような表現を使ってください。",True
"新登場！冬の贅沢メニュー⛄🍴

心も体も温まるメニューはいかがでしょうか😊

トマト＆オニオンでは冬にぴったりの
期間限定メニューを販売いたします⛄

＜希少部位ミスジ＞
牛一頭から、数キログラムしかとれない
希少な部位のミスジ🍖

赤身と脂身のバランスがよく、
肉質は柔らかく旨みがたっぷり😋

＜有頭海老＞
まるっと一尾！贅沢にご提供します🦐

身がぷりっとふっくら、
やみつきになる味と食感です😊

＜大粒牡蠣＞
広島県産の大きな牡蠣！
フライにして旨みを閉じ込めました✨

タルタルソースで食べるカキフライと、
卵でとじた御膳の2種ございます🙂

【販売期間】
2023年11月9日(木)～2024年3月13日(水)",冬の贅沢メニューを紹介する投稿文を作成します。内容には、希少部位ミスジ、まるごと有頭海老、大粒牡蠣の特徴を盛り込み、MEO対策を考慮して地域名や特産品名も含めるようにします。文章は日本語で、100文字以上200文字以内でお願いします。特に、食感や味わいを具体的に表現し、魅力を引き立てるようにしてください。,True
